"Condition","CM_Score","Ferro_Score","OXPHOS","Ferro_Def","NDUFB7"
"DCM",0.404633440860692,0.0676917760918762,0,0.115524530093324,0
"Donor",1.18738350486816,-0.242694841401665,0.346573590279973,0.231049060186648,0
"DCM",0.592623685843091,-0.183562832868179,0,0,0
"Donor",0.963644522936963,-0.139617797072704,0.794513457586986,0.115524530093324,0
"Donor",1.40750255860331,-0.0596185711034135,0,0,0
"Donor",0.834286594333967,0.174779559268542,0.274653072167027,0.298626578204676,1
"Donor",0.339835451631859,-0.180378159316004,0.346573590279973,0.115524530093324,0
"Donor",0.870327965772997,0.045090921908895,0.173286795139986,0,0
"Donor",0.594801198268778,-0.0230393212934804,0,0,0
"Donor",0.622356192864021,0.428910771516378,0.173286795139986,0.26823965207235,0
"Donor",0.932729624963235,-0.123440500578724,0.346573590279973,0,0
"DCM",1.08412885038065,0.166403344927464,0.173286795139986,0.231049060186648,0
"Donor",1.04892637696642,0.24269250526903,0.346573590279973,0.115524530093324,0
"Donor",0.635851532949633,-0.00475309355404274,0,0,0
"Donor",1.04189616236287,0.0401648053322657,0.346573590279973,0,0
"Donor",1.32626337998854,-0.0270760173057498,0.274653072167027,0.115524530093324,0
"Donor",0.190114112654113,0.041641086284353,0.173286795139986,0,0
"Donor",1.19168613936761,-0.147414300280531,0.447939867307014,0,0
"Donor",1.71153835590098,-0.235703852923115,0.173286795139986,0,1
"Donor",0.636920488225492,0.253968915075342,0,0.115524530093324,0
"Donor",0.0951483329858972,0.0176575857694296,0,0.115524530093324,0
"Donor",0.660958253292068,-0.164348645392053,0.346573590279973,0.115524530093324,0
"Donor",0.209573575607546,-0.133655588569482,0.274653072167027,0.231049060186648,0
"Donor",1.24139293309196,-0.144214437310922,0,0,0
"Donor",1.28172394038549,0.0406609410637506,0,0.298626578204676,0
"Donor",1.02701411098714,-0.215845360999092,0.173286795139986,0,0
"Donor",0.634608115143354,-0.206430836270496,0,0,0
"Donor",0.615043508050843,0.00130880292123542,0.346573590279973,0,0
"Donor",0.417484562958235,0.324266273974975,0.173286795139986,0.414151108298,0
"Donor",0.569358536030745,-0.025712726921562,0.549306144334055,0.115524530093324,0
"DCM",0.708793553352679,-0.015774000504261,0.447939867307014,0.231049060186648,0
"Donor",0.558402750538342,-0.0468756162875449,0,0.231049060186648,0
"Donor",0.624328192397609,-0.216212312394864,0.173286795139986,0,0
"Donor",1.49515102863206,-0.184002166382617,0,0,1
"Donor",1.12970154274686,0.0570587618970395,0.346573590279973,0,0
"Donor",0.731107289366958,-0.227167588889601,0,0.183102048111352,0
"Donor",1.07857161567728,-0.164367978478063,0.447939867307014,0.231049060186648,0
"Donor",0.0997075889438913,0.283559288483291,0.173286795139986,0.346573590279973,0
"Donor",0.452847616950657,-0.034699774834482,0.346573590279973,0.115524530093324,0
"Donor",0.590005527889097,-0.133844996154173,0.519860385419959,0.298626578204676,2
"DCM",1.59881792656045,-0.154218993746153,0,0,0
"DCM",0.142294347102823,-0.0666201486154278,0.173286795139986,0,1
"DCM",0.50211491101755,-0.060476451022954,0.346573590279973,0.231049060186648,0
"Donor",0.46243590246932,-0.204384892708252,0.346573590279973,0.115524530093324,0
"Donor",0.88541671239037,-0.122854590388742,0.346573590279973,0.115524530093324,0
"DCM",0.370486670236331,0.0148059236496566,0.173286795139986,0.346573590279973,0
"Donor",0.886263791996346,0.322135783409505,0.346573590279973,0.231049060186648,1
"Donor",0.610763398205386,-0.117869989729367,0.173286795139986,0.115524530093324,0
"Donor",1.3087930744192,-0.0519585281828182,0.346573590279973,0.115524530093324,0
"Donor",1.0118305039722,-0.128688020726548,0.519860385419959,0.115524530093324,0
"Donor",0.424821630599243,-0.055945288195028,0,0.115524530093324,0
"DCM",0.669666916874995,-0.102213158814544,0.274653072167027,0.115524530093324,0
"Donor",1.10785406891448,0.0316084036505197,0.447939867307014,0.115524530093324,1
"Donor",0.601101396036814,0.231677301511813,0.346573590279973,0.529675638391324,0
"Donor",0.733715583978076,-0.0409644648566984,0.173286795139986,0.231049060186648,0
"Donor",0.629556415744744,0.333385377174398,0,0.366204096222703,1
"Donor",0.800466090272292,-0.0792721309757422,0.173286795139986,0.346573590279973,1
"Donor",0.887805216133132,-0.0174223133213499,0.173286795139986,0.115524530093324,1
"Donor",0.821438472218437,0.168817749342798,0.346573590279973,0.231049060186648,1
"Donor",1.10562906491533,-0.096911715846981,0.346573590279973,0.115524530093324,0
"Donor",1.11935734122448,-0.0557470777190507,0.346573590279973,0.115524530093324,0
"Donor",0.840667919701763,-0.0849410907423542,0.519860385419959,0,0
"Donor",0.560924332638911,0.0681167671574379,0.173286795139986,0.346573590279973,1
"DCM",0.702114720580703,-0.128806902174536,0.346573590279973,0.115524530093324,0
"DCM",0.862540911126168,-0.118112534302718,0.173286795139986,0.115524530093324,0
"Donor",1.16478314265274,0.113998176006792,0,0.346573590279973,0
"Donor",0.909896032483391,-0.0248820408469236,0.693147180559945,0,0
"Donor",1.03885376558626,0.207615014092838,0.173286795139986,0.115524530093324,0
"Donor",1.49070560197629,0.1411493277931,0.693147180559945,0.183102048111352,0
"Donor",0.580535643798549,-0.139972945550212,0.346573590279973,0.115524530093324,0
"Donor",0.451369852706237,-0.148444210690284,0.621226662447,0,0
"Donor",0.456182026540138,-0.119259880051246,0.173286795139986,0.115524530093324,0
"Donor",0.259644190599095,-0.0487719006136745,0.346573590279973,0,1
"Donor",1.05249401107967,-0.277088822398773,0.346573590279973,0,0
"DCM",0.0975941028159414,-0.188505451127942,0,0,0
"Donor",1.5904571558522,-0.105382047935808,0.621226662447,0.115524530093324,0
"Donor",0.141313371320946,-0.123526687292672,0.447939867307014,0,0
"Donor",0.718777602703866,0.761267953917101,0.346573590279973,0.719581352256052,0
"DCM",0.139731392006557,0.0390608044063242,0,0,0
"Donor",0.673259482924367,-0.110614955522918,0,0.346573590279973,0
"Donor",1.05216480684055,0.0460198929360933,0.173286795139986,0.115524530093324,0
"Donor",1.0530657097699,-0.114128435628081,0,0.115524530093324,0
"Donor",1.15323231240372,-0.0622006944104562,0,0.115524530093324,2
"DCM",0.932975701071354,-0.222650339166883,0,0.231049060186648,0
"DCM",0.607498518679466,0.00284929542231216,0.794513457586986,0.115524530093324,0
"Donor",0.543678961871561,-0.0267437095854008,0.621226662447,0.231049060186648,0
"Donor",0.277923803650519,-0.068585318126651,0.447939867307014,0.414151108298,2
